"ID","CREATED_AT","UPDATED_AT","CREATED_BY","UPDATED_BY","ACTIVE","DESCRIPTION"
0,2020-12-03 22:38:35.000,2020-12-03 22:38:35.000,,,1,Sin Asignar
1,2020-12-03 22:38:35.000,2020-12-03 22:38:35.000,,,1,Propia
2,2020-12-03 22:38:35.000,2020-12-03 22:38:35.000,,,1,Logistica
