"ID","CREATED_AT","UPDATED_AT","CREATED_BY","UPDATED_BY","COMPANY_ID","LASTEXPORT","CANTEXPORT"
1,2020-12-04 08:17:21.032,2021-09-30 16:17:16.940,3092,1443,82,"30/09/2021 04:17:23 PM",325
