"USER_ID","ROLE_ID"
3,ROL_ADMIN_CLARO
3,ROL_ADMIN_IMPORT
3,ROL_BO_EXPORT
3,ROL_DASHBOARD_CLARO
3,ROL_SUP_CLARO
3,ROL_VEND_CC
22,ROL_ADMIN_CC
22,ROL_ADMIN_IMPORT
22,ROL_BO_CC
22,ROL_BO_EXPORT
