"ID","CREATED_AT","UPDATED_AT","CREATED_BY","UPDATED_BY","ACTIVE","DESCRIPTION"
1,2019-10-11 14:10:33.000,2019-10-11 14:10:33.000,,,1,BAJO
2,2019-10-11 14:10:33.000,2019-10-11 14:10:33.000,,,1,MEDIO
3,2019-10-11 14:10:34.000,2019-10-11 14:10:34.000,,,1,ALTO
